probability_of_a_match,number_of_rounds,probability_of_win
0.09,6,0.0001645929255494757
0.09,7,5.026317958706744e-05
0.09,8,1.5484070865302856e-05
0.09,9,4.802537099130907e-06
0.09,10,1.4976705518773051e-06
0.09,11,4.6912998504103935e-07
0.09,12,1.4749599942254954e-07
0.09,13,4.651900963762466e-08
0.09,14,1.4711257855373334e-08
0.09,15,4.663189067360139e-09
0.09,16,1.4811666435721208e-09
0.09,17,4.713120521026958e-10
0.09,18,1.5021393394217646e-10
0.09,19,4.794418330805104e-11
0.09,20,1.53222859031468e-11
0.09,21,4.902525653046335e-12
0.09,22,1.5702863250642077e-12
0.09,23,5.034547576683294e-13
0.09,24,1.6155843230854587e-13
0.09,25,5.1886638541261354e-14
0.09,26,1.6676728495862194e-14
0.09,27,5.363784398275443e-15
0.09,28,1.726295772764717e-15
0.09,29,5.559338075066408e-16
0.09,30,1.7913375492634576e-16
0.09,31,5.775138598812955e-17
0.09,32,1.8627890699198292e-17
0.09,33,6.011297034054631e-18
0.09,34,1.940725132455099e-18
0.09,35,6.268163562405632e-19
0.09,36,2.025289342253651e-19
0.09,37,6.546288254335537e-20
0.09,38,2.1166839127613126e-20
0.09,39,6.846394565444877e-21
0.09,40,2.215162794039666e-21
0.09,41,7.16936159831223e-22
0.09,42,2.3210271257876496e-22
0.09,43,7.516212570314422e-23
0.09,44,2.4346223585254304e-23
0.09,45,7.888107796136072e-24
0.09,46,2.5563366050933298e-24
0.09,47,8.286341046706147e-25
0.09,48,2.6865999254424456e-25
0.09,49,8.712338506927697e-26
0.09,50,2.825884340546536e-26
0.09,51,9.167659794891321e-27
0.09,52,2.9747044337812264e-27
0.09,53,9.654000668690559e-28
0.09,54,3.133618441044819e-28
0.09,55,1.0173197160252672e-28
0.09,56,3.303229760935566e-29
0.09,57,1.0727230955622846e-29
0.09,58,3.4841888377175435e-30
0.09,59,1.1318235898730236e-30
0.09,60,3.67719538536734e-31
0.09,61,1.1948505537911355e-31
0.09,62,3.883000932522167e-32
0.09,63,1.2620501666089713e-32
0.09,64,4.102411676871826e-33
0.09,65,1.333686382970202e-33
0.09,66,4.336291644286616e-34
0.09,67,1.4100419800410604e-34
0.09,68,4.585566153327754e-35
0.09,69,1.4914197018874134e-35
0.09,70,4.8512255901506395e-36
0.09,71,1.578143503244037e-36
0.09,72,5.134329502471707e-37
0.09,73,1.6705598959346517e-37
0.09,74,5.43601102443397e-38
0.09,75,1.769039402142277e-38
0.09,76,5.7574816470260356e-39
0.09,77,1.8739781195805883e-39
0.09,78,6.100036351296618e-40
0.09,79,1.9857994044088517e-40
0.09,80,6.465059124046251e-41
0.09,81,2.1049556784891897e-41
0.09,82,6.854028878034901e-42
0.09,83,2.2319303683234673e-42
0.09,84,7.268525801069492e-43
0.09,85,2.3672399837424005e-43
0.09,86,7.710238160669659e-44
0.09,87,2.5114363451632165e-44
0.09,88,8.180969593387077e-45
0.09,89,2.6651089689939472e-45
0.09,90,8.682646910301245e-46
0.09,91,2.828887621550703e-46
0.09,92,9.217328452757764e-47
0.09,93,3.003445052676087e-47
0.09,94,9.787213035075376e-48
0.09,95,3.189499921109189e-48
0.09,96,1.0394649513745783e-48
0.09,97,3.387819924566298e-49
0.09,98,1.1042147025604539e-49
0.09,99,3.5992251484526385e-50
0.09,100,1.1732385940580535e-50
0.1,1,0.1
0.1,2,0.028000000000000004
0.1,3,0.008560000000000003
0.1,4,0.002728000000000001
0.1,5,0.0008909200000000003
0.1,6,0.00029570608000000013
0.1,7,9.928548640000005e-05
0.1,8,3.362488796800002e-05
0.1,9,1.1464435997200007e-05
0.1,10,3.929882327128003e-06
0.1,11,1.353064971963377e-06
0.1,12,4.675768262795328e-07
0.1,13,1.6208341601860665e-07
0.1,14,5.6335697082132135e-08
0.1,15,1.9626131794184562e-08
0.1,16,6.851203073978803e-09
0.1,17,2.395946682807045e-09
0.1,18,8.392276849505598e-10
0.1,19,2.9437603570078994e-10
0.1,20,1.0339119443744955e-10
0.1,21,3.635551515401707e-11
0.1,22,1.2797262148696509e-11
0.1,23,4.509040409551911e-12
0.1,24,1.5901449275053357e-12
0.1,25,5.612342700839176e-13
0.1,26,1.9823459014564124e-13
0.1,27,7.006778007512671e-14
0.1,28,2.4782173850211596e-14
0.1,29,8.770477363545172e-15
0.1,30,3.1056495720556027e-15
0.1,31,1.1003005338682955e-15
0.1,32,3.900188422780812e-16
0.1,33,1.3831276782079903e-16
0.1,34,4.907152324048992e-17
0.1,35,1.7417128839356734e-17
0.1,36,6.184340883297474e-18
0.1,37,2.1967011588964368e-18
0.1,38,7.805501865010401e-19
0.1,39,2.774439199921496e-19
0.1,40,9.864769297129765e-20
0.1,41,3.508563426538479e-20
0.1,42,1.2482346071916257e-20
0.1,43,4.442033557382453e-21
0.1,44,1.5811781743041444e-21
0.1,45,5.6297373569036475e-22
0.1,46,2.004929555438592e-22
0.1,47,7.141827774386438e-23
0.1,48,2.5445722289142813e-23
0.1,49,9.067999408398248e-24
0.1,50,3.2321822349737576e-24
0.1,51,1.1522969943652695e-24
0.1,52,4.108790791836554e-25
0.1,53,1.4653507634774894e-25
0.1,54,5.226900741192574e-26
0.1,55,1.8647442824815462e-26
0.1,56,6.653713784831759e-27
0.1,57,2.3745226023518578e-27
0.1,58,8.47527011972188e-28
0.1,59,3.025475512677195e-28
0.1,60,1.0801759461626007e-28
0.1,61,3.857040009168904e-29
0.1,62,1.37743362106209e-29
0.1,63,4.9197417859943085e-30
0.1,64,1.757386634341953e-30
0.1,65,6.278329036111277e-31
0.1,66,2.2432155549466964e-31
0.1,67,8.015795566760786e-32
0.1,68,2.8646364923430825e-32
0.1,69,1.0238546466320502e-32
0.1,70,3.659752217735856e-33
0.1,71,1.3083031877417436e-33
0.1,72,4.677429570199047e-34
0.1,73,1.6724267453684727e-34
0.1,74,5.980353244358972e-35
0.1,75,2.138677974375736e-35
0.1,76,7.648948978297305e-36
0.1,77,2.7358668703340923e-36
0.1,78,9.786424384729629e-37
0.1,79,3.500967763072512e-37
0.1,80,1.252524672844283e-37
0.1,81,4.481441573151339e-38
0.1,82,1.6035468398137166e-38
0.1,83,5.738220657146207e-39
0.1,84,2.0535428510325757e-39
0.1,85,7.349545789876258e-40
0.1,86,2.630551056275389e-40
0.1,87,9.41589917900567e-41
0.1,88,3.37058310440889e-41
0.1,89,1.206634736797543e-41
0.1,90,4.319898492458855e-42
0.1,91,1.546669795023921e-42
0.1,92,5.537929712609518e-43
0.1,93,1.9829989979625414e-43
0.1,94,7.10104451750236e-44
0.1,95,2.542998727554892e-44
0.1,96,9.107385404600197e-45
0.1,97,3.261853609566686e-45
0.1,98,1.1683095419433439e-45
0.1,99,4.1847896262110605e-46
0.1,100,1.499032823911408e-46
0.11,1,0.11
0.11,2,0.033638
0.11,3,0.011210480599999998
0.11,4,0.003891633435800001
0.11,5,0.00138383045498687
0.11,6,0.0004999803724290905
0.11,7,0.0001827076544602662
0.11,8,6.73382292720026e-05
0.11,9,2.4983229049761316e-05
0.11,10,9.31846752312217e-06
0.11,11,3.4908629399818724e-06
0.11,12,1.312504346804029e-06
0.11,13,4.950026727609376e-07
0.11,14,1.8718185011163513e-07
0.11,15,7.094431003893493e-08
0.11,16,2.6942976702881185e-08
0.11,17,1.0250520885182495e-08
0.11,18,3.906013001624948e-09
0.11,19,1.4905178612905094e-09
0.11,20,5.69502277413306e-10
0.11,21,2.1784931733315083e-10
0.11,22,8.342076338403326e-11
0.11,23,3.197495578770596e-11
0.11,24,1.2266737929825965e-11
0.11,25,4.709786027370698e-12
0.11,26,1.8096697096692451e-12
0.11,27,6.958242663883535e-13
0.11,28,2.6771983294008983e-13
0.11,29,1.0306780994707727e-13
0.11,30,3.970176278101464e-14
0.11,31,1.5301187778621683e-14
0.11,32,5.900039787861004e-15
0.11,33,2.2760735089475886e-15
0.11,34,8.784305140466487e-16
0.11,35,3.391622966081935e-16
0.11,36,1.310016831442787e-16
0.11,37,5.0618149359482863e-17
0.11,38,1.9565338500034185e-17
0.11,39,7.565061461323559e-18
0.11,40,2.92600051768703e-18
0.11,41,1.132052455478066e-18
0.11,42,4.38109590184853e-19
0.11,43,1.6959665968423117e-19
0.11,44,6.566966660697882e-20
0.11,45,2.5434331237120577e-20
0.11,46,9.85324232107116e-21
0.11,47,3.818009145236695e-21
0.11,48,1.4797543581720129e-21
0.11,49,5.7363191454305095e-22
0.11,50,2.224151569335119e-22
0.11,51,8.625403947641535e-23
0.11,52,3.3456097778218283e-23
0.11,53,1.2979228366598678e-23
0.11,54,5.036134815023441e-24
0.11,55,1.954420449067291e-24
0.11,56,7.585920065016664e-25
0.11,57,2.9448671712608094e-25
0.11,58,1.1433732818659716e-25
0.11,59,4.439898696676345e-26
0.11,60,1.7243233006277297e-26
0.11,61,6.697658032441977e-27
0.11,62,2.6018604395712937e-27
0.11,63,1.0108808952464249e-27
0.11,64,3.9279796909799388e-28
0.11,65,1.526476426704537e-28
0.11,66,5.932818151703679e-29
0.11,67,2.306112826411389e-29
0.11,68,8.964936613656178e-30
0.11,69,3.485456703412816e-30
0.11,70,1.3552413874662338e-30
0.11,71,5.27007586296729e-31
0.11,72,2.049552886076098e-31
0.11,73,7.971541216432199e-32
0.11,74,3.100739391635782e-32
0.11,75,1.2062212753873307e-32
0.11,76,4.692739363599233e-33
0.11,77,1.8258396746233746e-33
0.11,78,7.104518727723954e-34
0.11,79,2.7646591894707034e-34
0.11,80,1.0759264537538942e-34
0.11,81,4.187518878178585e-35
0.11,82,1.6299090532829813e-35
0.11,83,6.344561190698938e-36
0.11,84,2.46985059484084e-36
0.11,85,9.615456913917252e-37
0.11,86,3.74367915908056e-37
0.11,87,1.4576595261515917e-37
0.11,88,5.675990958750847e-38
0.11,89,2.2103181583616995e-38
0.11,90,8.607851698901648e-39
0.11,91,3.352440355951868e-39
0.11,92,1.3057290712060257e-39
0.11,93,5.085928676381759e-40
0.11,94,1.9811260202701214e-40
0.11,95,7.717525380098539e-41
0.11,96,3.006544647549074e-41
0.11,97,1.1713330304684667e-41
0.11,98,4.5636863992716833e-42
0.11,99,1.7781705426127738e-42
0.11,100,6.928716645060928e-43
0.12,1,0.12
0.12,2,0.039743999999999995
0.12,3,0.014318899199999999
0.12,4,0.005369263718399998
0.12,5,0.0020614784444006394
0.12,6,0.0008039907946370432
0.12,7,0.0003170915766485786
0.12,8,0.00012611579194727454
0.12,9,5.048938120555816e-05
0.12,10,2.031948508032943e-05
0.12,11,8.21290916319765e-06
0.12,12,3.331537753410115e-06
0.12,13,1.355558606728121e-06
0.12,14,5.53007076383434e-07
0.12,15,2.2611637305218108e-07
0.12,16,9.264036106796387e-08
0.12,17,3.802197696402219e-08
0.12,18,1.5629724619855607e-08
0.12,19,6.433972990517865e-09
0.12,20,2.651905541449609e-09
0.12,21,1.0942988832253387e-09
0.12,22,4.520309034684052e-10
0.12,23,1.8690268142474304e-10
0.12,24,7.734708915070113e-11
0.12,25,3.2034896186157385e-11
0.12,26,1.3277823284098571e-11
0.12,27,5.507200836304116e-12
0.12,28,2.2856734499473745e-12
0.12,29,9.491998028073778e-13
0.12,30,3.944065492304764e-13
0.12,31,1.639676234247748e-13
0.12,32,6.820017926541942e-14
0.12,33,2.8380075983959463e-14
0.12,34,1.1814913018872127e-14
0.12,35,4.920687077072953e-15
0.12,36,2.050167768368639e-15
0.12,37,8.545007923163357e-16
0.12,38,3.5627605799244397e-16
0.12,39,1.4859501084269534e-16
0.12,40,6.199520927428328e-17
0.12,41,2.587270004406723e-17
0.12,42,1.0800627119600108e-17
0.12,43,4.509974511582517e-18
0.12,44,1.8837001948585227e-18
0.12,45,7.869680401945822e-19
0.12,46,3.2885570764375663e-19
0.12,47,1.3745239151852128e-19
0.12,48,5.746372398649098e-20
0.12,49,2.4028460958102333e-20
0.12,50,1.0049518662086395e-20
0.12,51,4.203860488507633e-21
0.12,52,1.758862378071488e-21
0.12,53,7.360256300871862e-22
0.12,54,3.080552956853018e-22
0.12,55,1.2895446596405102e-22
0.12,56,5.399002267592429e-23
0.12,57,2.260776487427763e-23
0.12,58,9.468178702506079e-24
0.12,59,3.9658637207821586e-24
0.12,60,1.6613822949450267e-24
0.12,61,6.960811152903688e-25
0.12,62,2.916800545311769e-25
0.12,63,1.2223861911217719e-25
0.12,64,5.123458903183444e-26
0.12,65,2.1476800025162803e-26
0.12,66,9.003799872409451e-27
0.12,67,3.775118208375248e-27
0.12,68,1.5830051267326336e-27
0.12,69,6.638650063827186e-28
0.12,70,2.7843358756746384e-28
0.12,71,1.1679025791209708e-28
0.12,72,4.899294745472955e-29
0.12,73,2.0554235628212434e-29
0.12,74,8.624001231291067e-30
0.12,75,3.618719755877829e-30
0.12,76,1.518583733298041e-30
0.12,77,6.373224448336132e-31
0.12,78,2.6749485040602696e-31
0.12,79,1.122810538524185e-31
0.12,80,4.713369750250495e-32
0.12,81,1.9787443201065232e-32
0.12,82,8.307688210167515e-33
0.12,83,3.488207070964488e-33
0.12,84,1.4647217849530763e-33
0.12,85,6.150892202895419e-34
0.12,86,2.583155120069231e-34
0.12,87,1.0849046747938316e-34
0.12,88,4.5568081882493005e-35
0.12,89,1.9140679931799146e-35
0.12,90,8.040458463466359e-36
0.12,91,3.3777734349549445e-36
0.12,92,1.4190768072416302e-36
0.12,93,5.962198378669729e-37
0.12,94,2.5051373563679427e-37
0.12,95,1.0526421346743714e-37
0.12,96,4.423372792501826e-38
0.12,97,1.8588717900093854e-38
0.12,98,7.812103048217989e-39
0.12,99,3.283285639445993e-39
0.12,100,1.3799746431194146e-39
0.13,1,0.13
0.13,2,0.04630600000000001
0.13,3,0.0179086258
0.13,4,0.007202815726600001
0.13,5,0.0029649208090446097
0.13,6,0.0012394195144127577
0.13,7,0.0005238541275289282
0.13,8,0.00022325533086170127
0.13,9,9.576386622521364e-05
0.13,10,4.1291013101530353e-05
0.13,11,1.7879670286033755e-05
0.13,12,7.769801136745393e-06
0.13,13,3.386667367071423e-06
0.13,14,1.4800041772632462e-06
0.13,15,6.482359797322136e-07
0.13,16,2.844871115879422e-07
0.13,17,1.250696232628636e-07
0.13,18,5.5070341889252877e-08
0.13,19,2.4282324631759758e-08
0.13,20,1.072036507203013e-08
0.13,21,4.7383203298289885e-09
0.13,22,2.0964784561089022e-09
0.13,23,9.284721302486386e-10
0.13,24,4.1155315672987225e-10
0.13,25,1.8257097443539675e-10
0.13,26,8.105126595077647e-11
0.13,27,3.6006971296150456e-11
0.13,28,1.600630348517084e-11
0.13,29,7.119578191013792e-12
0.13,30,3.1685401252315676e-12
0.13,31,1.410881331287687e-12
0.13,32,6.285417322361884e-13
0.13,33,2.8014146066608585e-13
0.13,34,1.249133033056247e-13
0.13,35,5.5720808715603086e-14
0.13,36,2.486530537097056e-14
0.13,37,1.1100151070540905e-14
0.13,38,4.956948721857806e-15
0.13,39,2.214332199610207e-15
0.13,40,9.894796607744288e-16
0.13,41,4.4228291331223937e-16
0.13,42,1.9775002925488008e-16
0.13,43,8.844033675432535e-17
0.13,44,3.9563651691344767e-17
0.13,45,1.770310996342612e-17
0.13,46,7.92328654213473e-18
0.13,47,3.5469856449924185e-18
0.13,48,1.5882092311025478e-18
0.13,49,7.112895153092263e-19
0.13,50,3.186191836335613e-19
0.13,51,1.4275156616399118e-19
0.13,52,6.396908063000504e-20
0.13,53,2.8670587986502545e-20
0.13,54,1.2852201217147309e-20
0.13,55,5.762224507269296e-21
0.13,56,2.5838781842982005e-21
0.13,57,1.1588325566835063e-21
0.13,58,5.197970958202052e-22
0.13,59,2.3318969162301476e-22
0.13,60,1.0462732560538216e-22
0.13,61,4.695039133889162e-23
0.13,62,2.1071223695273603e-23
0.13,63,9.457905474607045e-24
0.13,64,4.245737654141218e-24
0.13,65,1.9061746878029382e-24
0.13,66,8.558980809543573e-25
0.13,67,3.8435252838680387e-25
0.13,68,1.7261731449465735e-25
0.13,69,7.753263469135621e-26
0.13,70,3.482803793343707e-26
0.13,71,1.564647521424932e-26
0.13,72,7.029847077934992e-27
0.13,73,3.1587550824613076e-27
0.13,74,1.419468146029234e-27
0.13,75,6.379313130822413e-28
0.13,76,2.867211649451901e-28
0.13,77,1.2887900623731183e-28
0.13,78,5.793490060279913e-29
0.13,79,2.604552512008566e-29
0.13,80,1.1710080217961658e-29
0.13,81,5.265258414701513e-30
0.13,82,2.3676187925349885e-30
0.13,83,1.0647198723758043e-30
0.13,84,4.788391928926569e-31
0.13,85,2.153644664670892e-31
0.13,86,9.686965297472078e-32
0.13,87,4.35742682671916e-32
0.13,88,1.9602004225744973e-32
0.13,89,8.818571588464689e-33
0.13,90,3.967553544960807e-33
0.13,91,1.7851452074289912e-33
0.13,92,8.032485191114618e-34
0.13,93,3.6145264243506203e-34
0.13,94,1.626587494105748e-34
0.13,95,7.32027664467451e-35
0.13,96,3.294587915755504e-35
0.13,97,1.4828518638600614e-35
0.13,98,6.674473677448182e-36
0.13,99,3.0044046040658104e-36
0.13,100,1.3524509070292312e-36
0.14,1,0.14
0.14,2,0.053312000000000005
0.14,3,0.022000294400000005
0.14,4,0.009433863219200003
0.14,5,0.0041383691196108805
0.14,6,0.0018430901570849726
0.14,7,0.0008298010044285346
0.14,8,0.0003766580953605756
0.14,9,0.00017206407191639204
0.14,10,7.900561698626871e-05
0.14,11,3.642951268663868e-05
0.14,12,1.6856890484605124e-05
0.14,13,7.823472917626568e-06
0.14,14,3.6403057058411147e-06
0.14,15,1.6976428526879488e-06
0.14,16,7.932426369453368e-07
0.14,17,3.712947162906209e-07
0.14,18,1.7406136589705423e-07
0.14,19,8.17123282794442e-08
0.14,20,3.8407434302714826e-08
0.14,21,1.8073188287001778e-08
0.14,22,8.513381426814549e-09
0.14,23,4.014014874399883e-09
0.14,24,1.894226354314434e-09
0.14,25,8.946047478594722e-10
0.14,26,4.228153375041368e-10
0.14,27,1.999710532467598e-10
0.14,28,9.463668682430245e-11
0.14,29,4.481353150648009e-11
0.14,30,2.1232403898538632e-11
0.14,31,1.00650106934871e-11
0.14,32,4.773539554443197e-12
0.14,33,2.26498537420096e-12
0.14,34,1.0751705248327323e-12
0.14,35,5.105823820748722e-13
0.14,36,2.4256109894486096e-13
0.14,37,1.152748135721616e-13
0.14,38,5.480213144255463e-14
0.14,39,2.606169356727299e-14
0.14,40,1.2397752467059602e-14
0.14,41,5.8994553586201204e-15
0.14,42,2.80804107957889e-15
0.14,43,1.336940071325803e-15
0.14,44,6.366959913973333e-16
0.14,45,3.0329068737757265e-16
0.14,46,1.4450678178849952e-16
0.14,47,6.886765208432031e-17
0.14,48,3.2827377057782633e-17
0.14,49,1.5651182651385214e-17
0.14,50,7.463536152061373e-18
0.14,51,3.559797303527754e-18
0.14,52,1.6981884449509606e-18
0.14,53,8.102582996824015e-19
0.14,54,3.866653601923968e-19
0.14,55,1.845519112715882e-19
0.14,56,8.809896369860186e-20
0.14,57,4.2061971822015484e-20
0.14,58,2.0085042633266958e-20
0.14,59,9.592195683356196e-21
0.14,60,4.581665635423893e-21
0.14,61,2.1887032915987295e-21
0.14,62,1.0456989437370083e-21
0.14,63,4.996673312094664e-22
0.14,64,2.387855607796406e-22
0.14,65,1.141264678018788e-22
0.14,66,5.455246261746629e-23
0.14,67,2.6078976575932126e-23
0.14,68,1.2468480257117346e-23
0.14,69,5.961862399293363e-24
0.14,70,2.850982392301043e-24
0.14,71,1.3634840081575955e-24
0.14,72,6.521497104513186e-25
0.14,73,3.119501307160822e-25
0.14,74,1.4923220570189708e-25
0.14,75,7.139674593862516e-26
0.14,76,3.4161092232780024e-26
0.14,77,1.6346379637155104e-26
0.14,78,7.822525515946642e-27
0.14,79,3.743752038767351e-27
0.14,80,1.7918472467565995e-27
0.14,81,8.576851323481737e-28
0.14,82,4.105697720879592e-28
0.14,83,1.9655200701042826e-28
0.14,84,9.410196072054325e-29
0.14,85,4.505570856003229e-29
0.14,86,2.1573978666827289e-29
0.14,87,1.0330926393960731e-29
0.14,88,4.947391120351719e-30
0.14,89,2.3694118427394015e-30
0.14,90,1.1348320497205122e-30
0.14,91,5.435616082266035e-31
0.14,92,2.6037035615601326e-31
0.14,93,1.2472667147945393e-31
0.14,94,5.975188798513816e-32
0.14,95,2.862647829539729e-32
0.14,96,1.371537571148429e-32
0.14,97,6.57159072271977e-33
0.14,98,3.1488781342472154e-33
0.14,99,1.5089098454276513e-33
0.14,100,7.230900505013185e-34
0.15,1,0.15
0.15,2,0.06075
0.15,3,0.026611874999999993
0.15,4,0.012103171874999999
0.15,5,0.005628663105468748
0.15,6,0.002656863580253905
0.15,7,0.0012675473022159662
0.15,8,0.0006096068076879994
0.15,9,0.00029502900874181536
0.15,10,0.00014350736891607002
0.15,11,7.009513442049641e-05
0.15,12,3.4356723900151256e-05
0.15,13,1.688957575833256e-05
0.15,14,8.323955034940706e-06
0.15,15,4.111505129186926e-06
0.15,16,2.034767325650311e-06
0.15,17,1.0087290545905028e-06
0.15,18,5.008401104158979e-07
0.15,19,2.490118422626562e-07
0.15,20,1.2395922594550704e-07
0.15,21,6.177681248180457e-08
0.15,22,3.081885377880414e-08
0.15,23,1.538912572524052e-08
0.15,24,7.691033141995194e-09
0.15,25,3.8467981582370586e-09
0.15,26,1.9254495133547425e-09
0.15,27,9.64405700789569e-10
0.15,28,4.833498812777791e-10
0.15,29,2.423924573973201e-10
0.15,30,1.2162293477309705e-10
0.15,31,6.105701917704914e-11
0.15,32,3.0666605722322527e-11
0.15,33,1.540966846762931e-11
0.15,34,7.746524982885672e-12
0.15,35,3.8957953818019944e-12
0.15,36,1.9599786009143568e-12
0.15,37,9.864240781929492e-13
0.15,38,4.966209041264896e-13
0.15,39,2.5010812244172556e-13
0.15,40,1.2599841812428085e-13
0.15,41,6.349366828740776e-14
0.15,42,3.200499492446596e-14
0.15,43,1.6136952740497794e-14
0.15,44,8.13835240706733e-15
0.15,45,4.105421761677447e-15
0.15,46,2.0714804061858167e-15
0.15,47,1.0454454245731366e-15
0.15,48,5.277343694892065e-16
0.15,49,2.6645207137653565e-16
0.15,50,1.3455783374761908e-16
0.15,51,6.796443316877906e-17
0.15,52,3.433476587646485e-17
0.15,53,1.7348550271991154e-17
0.15,54,8.76730644539147e-18
0.15,55,4.431394634117906e-18
0.15,56,2.2401824742206576e-18
0.15,57,1.1326421137583071e-18
0.15,58,5.727513157456297e-19
0.15,59,2.896685976124957e-19
0.15,60,1.465199044683932e-19
0.15,61,7.412245291076334e-20
0.15,62,3.7502397700752365e-20
0.15,63,1.8976784286849237e-20
0.15,64,9.603706071481586e-21
0.15,65,4.860782040158439e-21
0.15,66,2.460497639998823e-21
0.15,67,1.245626422008946e-21
0.15,68,6.306658644249654e-22
0.15,69,3.193420821480753e-22
0.15,70,1.6171749759962377e-22
0.15,71,8.19031633236257e-23
0.15,72,4.1484509958928395e-23
0.15,73,2.101414614026607e-23
0.15,74,1.0645766658142241e-23
0.15,75,5.3936219975015405e-24
0.15,76,2.732885512420962e-24
0.15,77,1.3848373761311248e-24
0.15,78,7.01797141879852e-25
0.15,79,3.5567963856213975e-25
0.15,80,1.8027692659600547e-25
0.15,81,9.138063963766902e-26
0.15,82,4.632339197008259e-26
0.15,83,2.3484312710287102e-26
0.15,84,1.1906550543348605e-26
0.15,85,6.037038616216751e-27
0.15,86,3.061196069160899e-27
0.15,87,1.5523400893426392e-27
0.15,88,7.872460485416904e-28
0.15,89,3.992651216014366e-28
0.15,90,2.025064796076349e-28
0.15,91,1.0271705500977847e-28
0.15,92,5.210407817116237e-29
0.15,93,2.6431745951879556e-29
0.15,94,1.34092483987111e-29
0.15,95,6.803101634638352e-30
0.15,96,3.4516990736437645e-30
0.15,97,1.7513859305891663e-30
0.15,98,8.886961230073923e-31
0.15,99,4.509690752318444e-31
0.15,100,2.288557596257369e-31
0.16,1,0.16
0.16,2,0.068608
0.16,3,0.0317587456
